目次へ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
８１．部門別二酸化炭素排出量の推移（平成29～令和3年度）,,,,,,,,,
（単位：1000ｔ-CO2）,,,,,,,,,
年度,合計,産業部門,,,民生部門,,運輸部門,,廃棄物部門
,,農業,建設業,製造業,家庭,業務,自動車,鉄道,
平成29年度,931,0,21,5,487,253,96,32,37
30,899,0,19,6,460,256,90,31,37
令和元年度,872,0,19,5,451,242,87,30,39
2,866,0,23,4,466,226,80,29,39
3,878,0,18,5,473,232,82,29,39
注）　表中の数値は小数点以下を四捨五入しているため，合計が合わないことがある。,,,,,,,,,
資料　ECOネット東京62「特別区の温室効果ガスの排出量」,,,,,,,,,
