目次へ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
１１５．高等学校卒業生の進路状況の推移（令和2～令和6年）,,,,,,,,,（各年3月卒業者）
年次,卒業者数,,,大学等進学,,,就職,,
,総数,男,女,総数(人),男（％）,女（％）,総数（人）,男（％）,女（％）
令和2年,3148,1812,1336,2176,67.9,70.6,151,5.7,3.5
3,3009,1712,1297,2098,68.5,71.4,108,4.3,2.4
4,3042,1753,1289,2307,76.1,75.5,129,4.7,3.4
5,2807,1602,1205,2147,77,75.8,110,4.6,2.9
6,2763,1556,1207,2156,77.6,78.5,99,4.7,2.2
注）　区内の公・私立,,,,,,,,,
資料　東京都総務局統計部人口統計課「学校基本調査報告」,,,,,,,,,
