目次へ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
４３．自区内就業率の推移（平成22～令和2年）,,,,,,,
年次,従業者数,自区で従業,自宅,自宅外,他特別区で従業,他市区町村で従業,自区内就業率
平成22年,144850,34569,12563,22006,76008,12866,0.23865377977217808
27,140129,33967,12318,21649,78473,12054,0.24239807605848893
令和2年,140355,40700,17893,22807,83856,12238,0.289978
資料　総務省統計局「令和2年国勢調査　従業地・通学地による人口・就業状態等集計」,,,,,,,
