目次へ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
１４４．衆議院議員選挙投票･開票状況〔小選挙区〕（平成29～令和6年）,,,,,,,,,
執行年月日,有権者数,,,投票者数,,,投票率（％）,,
,総数,男,女,総数,男,女,平均,男,女
H29.10.22,278542,140094,138448,147777,73451,74326,53.05,52.43,53.69
R3.10.31,283757,142475,141282,160951,79347,81604,56.72,55.69,57.76
R6.10.27,284134,142768,141366,157512,78763,78749,55.44,55.17,55.71
資料 中野区「選挙の記録」,,,,,,,,,
